ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
1739,ZEYTÝNBURNU,Zeytinburnu 1 Nolu Acil Yardým Ýstasyonu,Acil Yardým Ýstasyonu,Hifzissiha Enstitü Yolu KAZLIÇEÞME/ZEYTÝNBURNU,0212 416 15 62,www.istanbulsaglik.gov.tr,Yok,0,Var,KAZLIÇEÞME,41.00146876400004,28.916494241000066
1739,ZEYTÝNBURNU,Zeytinburnu 2 Nolu Acil Yardým Ýstasyonu,Acil Yardým Ýstasyonu,Hifzissiha Enstitü Yolu KAZLIÇEÞME/ZEYTÝNBURNU,0212 416 15 62,www.istanbulsaglik.gov.tr,Yok,0,Var,KAZLIÇEÞME,41.00144800800007,28.916586293000023
2004,BAÐCILAR,Özel Baðcýlar Rentek Diyaliz Merkezi,Diyaliz Merkezi Özel,140. Sk. No:1-3 HÜRRÝYET/BAÐCILAR,0212 583 19 10,,,25,,HÜRRÝYET,41.02367504400007,28.83625827900005
1782,BÜYÜKÇEKMECE,Özel Koç Diyaliz Büyükçekmece,Diyaliz Merkezi Özel,E5 Londra Asfaltý Cad. No:216B EKÝNOBA/BÜYÜKÇEKMECE,0212 882 42 53,http://buyukcekmece.kocdiyaliz.com.tr,,35,,EKÝNOBA,41.011969340000064,28.538464024000064
2053,ESENYURT,Özel Esenyurt Diyaliz Merkezi,Diyaliz Merkezi Özel,Ondokuz Mayýs Bulvarý No:1 FATÝH/ESENYURT,0212 699 08 38 ,www.cavusogludiyaliz.com,,26,,FATÝH,41.031109134000076,28.673561625000048
2012,MALTEPE,Özel Küçükyalý Diyaliz Merkezi,Diyaliz Merkezi Özel,Dörtel Çýkmazý No:139 GÝRNE/MALTEPE,0216 366 81 18,www.kucukyalidiyaliz.com,,30,,GÝRNE,40.943418543000064,29.13128964200007
2049,ATAÞEHÝR,SBÜ Fatih Sultan Mehmet Eðitim ve Araþtýrma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Üsküdar-Ýçerenköy Yolu Cad. No:1/6 ÝÇERENKÖY/ATAÞEHÝR,0216 578 30 00,www.fsmhastanesi.gov.tr,Var,14,Var,ÝÇERENKÖY,40.969862499000044,29.104022452000038
1166,BAKIRKÖY,Bakýrköy Dr. Sadi Konuk Eðitim ve Araþtýrma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Dr. Tevfik Saðlam Cad. No:10/4A ZUHURATBABA/BAKIRKÖY,0212 414 71 71,www.beah.gov.tr,Var,17,Var,ZUHURATBABA,40.99328703100008,28.86522797600003
1823,KÜÇÜKÇEKMECE,Ýstanbul SBÜ Kanuni Sultan Süleyman Eðitim ve Araþtýrma Hastanesi Çocuk Periton Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Bulvarý No:46 ATAKENT/KÜÇÜKÇEKMECE,0212 404 15 00 - 0212 495 59 20,www.kanunieah.gov.tr,Var,,Var,ATAKENT,41.054125793000026,28.759955896000065
2004,BAÐCILAR,SBÜ Baðcýlar Eðitim ve Araþtýrma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Dr. Sadýk Ahmet Sk. No:5 MERKEZ/BAÐCILAR,0212 440 40 00,www.beh.gov.tr,Var,14,Var,MERKEZ,41.03031161500007,28.87056302900004
1185,BEYKOZ,Beykoz Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Saip Molla Cad. No:26 ÝNCÝRKÖY/BEYKOZ,0216 322 22 10,www.pasabahcedh.gov.tr,Var,10,Var,ÝNCÝRKÖY,41.11786702900008,29.097976983000024
2053,ESENYURT,Esenyurt Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Ondokuz Mayýs Bulvarý No:59 FATÝH/ESENYURT,0212 596 19 99,www.esenyurtdh.saglik.gov.tr,Var,6,Var,FATÝH,41.02850118400005,28.668346131000078
1327,FATÝH,Ýstanbul Haseki Eðitim ve Araþtýrma Hastanesi Hemodiyaliz Ünitesi ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Millet Cad. No:23/1 HASEKÝ SULTAN/FATÝH,0212 529 44 00,www.hasekieah.saglik.gov.tr,Var,10,Var,HASEKÝ SULTAN,41.01026163700004,28.943204017000028
1327,FATÝH,Ýstanbul Eðitim ve Araþtýrma Hastanesi Diyaliz ve Periton Merkezi,Diyaliz Merkezi,Org. Abdurrahman Nâfiz Gürman Cad. No:22/1 CERRAHPAÞA/FATÝH,0212 459 60 00,http://istanbuleah.saglik.gov.tr,Var,25,Var,CERRAHPAÞA,41.002848620000066,28.937061077000067
1835,PENDÝK,Marmara Üniversitesi Pendik EAH Hemodiyaliz ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Muhsin Yazýcýoðlu Cad. No:10 FEVZÝ ÇAKMAK/PENDÝK,0216 625 45 45,www.marmaraeah.gov.tr,Var,15,Var,FEVZÝ ÇAKMAK,40.88616910800005,29.262673147000044
1708,ÜSKÜDAR,Haydarpaþa Numune Eðitim ve Araþtýrma Hastanesi Periton ve Hemodiyaliz Merkezi,Diyaliz Merkezi,Haydarpaþa Numune Hastanesi Köprülü Kavþaðý No: SELÝMÝYE/ÜSKÜDAR,0216 542 32 32,www.haydarpasanumune.gov.tr,Var,20,Var,SELÝMÝYE,41.00475602600005,29.02359481600007
1663,ÞÝÞLÝ,Þiþli Hamidye Etfal Eðitim ve Araþtýrma Hastanesi Periton Merkezi,Diyaliz Merkezi,Halaskargazi Cad Etfal Sk. No: 19 MAYIS/ÞÝÞLÝ,0212 373 50 00,www.sislietfal.gov.tr,Var,20,Var,19 MAYIS,41.057915481000066,28.99075137400007
1622,SÝLÝVRÝ,Silivri Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Nedim Beyazgül Sk. No:4 YENÝ/SÝLÝVRÝ,0212 727 21 00,www.silivridh.saglik.gov.tr,Var,9,Var,YENÝ,41.07814702700006,28.249886837000076
2005,BAHÇELÝEVLER,Bahçelievler Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Ordu Cad. No:1-7 KOCASÝNAN MERKEZ/BAHÇELÝEVLER,0212 496 70 00,www.bahcelievlerdh.saglik.gov.tr,Var,5,Var,KOCASÝNAN MERKEZ,41.00646976500008,28.84448335500008
1327,FATÝH,Ýstanbul Üniversitesi-Cerrahpaþa Týp Fakültesi Hemodiyaliz ve Çocuk Periton Diyaliz Merkezi,Diyaliz Merkezi,Koca Mustafapaþa Cad. No:53I CERRAHPAÞA/FATÝH,0212 414 30 00,http://cerrahpasa.istanbul.edu.tr,Var,8,Var,CERRAHPAÞA,41.006114696000054,28.941910798000038
1327,FATÝH,Ýstanbul Üniversitesi-Cerrahpaþa Týp Fakültesi Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,ÝÜ Cerrahpaþa Týp Fakültesi Yolu No: CERRAHPAÞA/FATÝH,0212 414 30 00,http://cerrahpasa.istanbul.edu.tr,Var,9,Var,CERRAHPAÞA,41.00523519400008,28.94215525900006
1327,FATÝH,Ýstanbul Üniversitesi Týp Fakültesi Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Millet Cad. No:118S TOPKAPI/FATÝH,0212 414 20 00,http://istanbultip.istanbul.edu.tr,Var,14,Var,TOPKAPI,41.01738079900008,28.93396328700004
1327,FATÝH,Bezmialem Vakýf Üniversitesi Týp Fakültesi Hastanesi Hemodiyaliz ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Adnan Menderes Vatan Bulvarý No: TOPKAPI/FATÝH,0212 453 17 00,www.bezmialemhastanesi.com,Var,10,Var,TOPKAPI,41.01914446300003,28.93482090400005
1852,ÜMRANÝYE,Özel NPÝstanbul Beyin Hastanesi,Özel Hastane,Saray Mah. Ahmet Tevfik Ýleri Cad. No:18 Ümraniye,(0216) 633 06 33,www.npistanbul.com,Var,,Var,SARAY,41.02905779200006,29.11413456300005
1739,ZEYTÝNBURNU,S.B.Ü. Haseki Eðitim ve Araþtýrma Hastanesi Genetik Hastalýklarý Taný Merkezi,Eðitim Araþtýrma Hastanesi,Maltepe Mh. General Ali Rýza Gürcan Cad. Eski Çýrpýcý Çýkmaz Sk. Merter Ýþ Merkezi No:7 Merter Zeytinburnu,0 212 481 41 11,,,,,MALTEPE,41.00984253900003,28.899141624000038
2012,MALTEPE,Maltepe Huzurevi,Huzurevi,E5 Karayolu 70 Evler Maltepe,,,,,,BAÐLARBAÞI,40.92778590200004,29.145633365000037
1421,KADIKÖY,Acýbadem 2 Huzurevi,Huzurevi,Muhittin Üstündað Cad. No:79 Acýbadem/Kadýköy,,,,,,KOÞUYOLU,41.008143749000055,29.038950959000033
2004,BAÐCILAR,Baðcýlar Huzurevi,Huzurevi,Sancaktepe Mah. 2. Sk. No:15 Baðcýlar,,,,,,SANCAKTEPE,41.03640826000003,28.856162164000068
2012,MALTEPE,Acýbadem 1 Huzurevi,Huzurevi,Feyzullah Mah. Mimar Sinan Cad. No:7 Maltepe,,,,,,FEYZULLAH,40.92451593900006,29.128533300000072
2049,ATAÞEHÝR,Ýkinci Bahar Huzurevi,Huzurevi,Ýnönü Mah. Alpkaya Cad. No:109 Kayýþdaðý,,,,,,ÝNÖNÜ,40.97734668700008,29.137152942000057
1739,ZEYTÝNBURNU,Zeytinburnu Huzurevi,Huzurevi,Hükümet Konaðý yaný Zeytinburnu,,,,,,BEÞTELSÝZ,40.995786864000024,28.90374562200003
1708,ÜSKÜDAR,Ýstanbul Huzur Has.ve Dinlenme Evleri Vakfý Huzurevi,Huzurevi,Tophanelioðlu Cad. No:13-15 Altunizade,,,,,,ALTUNÝZADE,41.01914027300006,29.04515563600006
2049,ATAÞEHÝR,PTT Huzurevi,Huzurevi,Bostancý PTT Sanatoryumu,,,,,,ÝÇERENKÖY,40.97059503500003,29.103073384000027
1166,BAKIRKÖY,Florya Huzurevi,Huzurevi,Havacýlar Sitesi Atayurt Cad. No:61-63 Florya,,,,,,BASINKÖY,40.98151646400004,28.778874657000074
2012,MALTEPE,Tonton Huzurevi,Huzurevi,Karayollarý Cad. Panorama Sk. No:5 Küçükyalý Maltepe,,,,,,ÝDEALTEPE,40.943062585000064,29.118537468000056
2049,ATAÞEHÝR,Büyükþehir Belediyesi Darulaceze,Huzurevi,Kayýþdaðý Cad. No:65 K. Bakkalköy,,,,,,KAYIÞDAÐI,40.97911648100006,29.148516249000068
2005,BAHÇELÝEVLER,Dilek Huzurevi,Huzurevi,Merkez Mah. Muþlu Sk. No:24Yenibosna Bahçelievler,,,,,,YENÝBOSNA MERKEZ,41.01434530300003,28.82431660800006
1835,PENDÝK,Mimoza Huzurevi,Huzurevi,Yeni Mah.  Abdülhalýk Renda Cad. No:22 Pendik,,,,,,YENÝ,40.88100965600006,29.23088526400005
1449,KARTAL,Kýzýlay Zeynep Nedim Ovyar Huzurevi,Huzurevi,Gümüþpýnar Cad. Atatürk Çiçeði Sk. Yakacýk,,,,,,GÜMÜÞPINAR,40.922194252000054,29.212054789000035
1708,ÜSKÜDAR,Çamlýca Huzurevi,Huzurevi,Kýsýklý Mah. Ferah Cad. Yeniþen Sk. No:6 Üsküdar,,,,,,KISIKLI,41.02340659400005,29.071261691000075
1708,ÜSKÜDAR,Uluçýnar Huzurevi,Huzurevi,Erguvan Sk. Ata-2 sitesi içi No:69 Çengelköy,,,,,,GÜZELTEPE,41.04906403500007,29.07622143800006
1186,BEYOÐLU,Neve Þalom Musevi Sinagogu Vakfý Barýn Yurt Huzurevi,Huzurevi,Dibek Sk. No:22 Tophane Beyoðlu,,,,,,HACIMÝMÝ,41.02703042400003,28.97601378400003
1421,KADIKÖY,Koþuyolu Huzurevi,Huzurevi,Koþuyolu Cad. Katip Salih Sk. No:33 Kadýköy,,,,,,KOÞUYOLU,41.01118400000007,29.039730000000077
1449,KARTAL,Aþiyan Huzurevi,Huzurevi,Çavuþoðlu Mah. Samanyolu Sk. No:30 Kartal,,,,,,ÇAVUÞOÐLU,40.88798231700008,29.199653569000077
2005,BAHÇELÝEVLER,Bahçelievler Huzurevi,Huzurevi,Eski Londra Asfaltý Bahçelievler Kampüsü,,,,,,BAHÇELÝEVLER,40.99778494800006,28.857444215000044
1183,BEÞÝKTAÞ,Emekli Sandýðý Etiler Dinlenme Evi,Huzurevi,Nisbetiye Cad. No:55 Etiler/Beþiktaþ,,,,,,ETÝLER,41.08280800800003,29.037405423000052
1663,ÞÝÞLÝ,Darülaceze Huzurevi,Huzurevi,Darülaceze Cad. Okmeydaný,,,,,,HALÝL RIFAT PAÞA,41.05895424000005,28.966446680000047
1852,ÜMRANÝYE,Aziz Mahmut Hüdayi Vakfý Huzurevi,Huzurevi,Ihlamur Mah. Eski Kadýköy Yolu No:11-24 Ümraniye,,,,,,TEPEÜSTÜ,41.01670903300004,29.130644864000033
1183,BEÞÝKTAÞ,Levent Huzurevi,Huzurevi,Sümbül Sk. No:45 2. Levent,,,,,,LEVENT,41.08250004800004,29.016784358000052
1166,BAKIRKÖY,Yeþilköy Huzurevi,Huzurevi,Serbesti Cad. Serbesti Sk. No:18,,,,,,YEÞÝLKÖY,40.95984686000003,28.82917971100005
1449,KARTAL,Darüþþafaka Yakacýk Baðýþçýlarý Huzurevi,Huzurevi,Samandýra Cad. Çalkantý Sk. Yakacýk Kartal,,,,,,YAKACIK YENÝ,40.92175161000006,29.225123083000028
2012,MALTEPE,Murat Huzurevi,Huzurevi,Namýk Kemal Cad. No:66 Ýdealtepe Maltepe,,,,,,ÝDEALTEPE,40.94207637900007,29.12674439700004
1708,ÜSKÜDAR,Neriman Haným Huzurevi,Huzurevi,Burhaniye Mah. Güler Sk. No:9 Üsküdar,,,,,,BURHANÝYE,41.02843335600005,29.048961947000066
2012,MALTEPE,Ýkinci Bahar 2 Huzurevi,Huzurevi,Baðlarbaþý Mah. Cemal Bey Sk. No:97 Maltepe,,,,,,BAÐLARBAÞI,40.92437937500006,29.144007509000062
2012,MALTEPE,Simge Huzurevi,Huzurevi,Baðlarbaþý Mah. Altmýþevler Tulga Sk. Huzur Apt. No:53 Maltepe,,,,,,BAÐLARBAÞI,40.92948018300007,29.14111437400004
2053,ESENYURT,ISTÝNYE ÜNÝVERSÝTESÝ HASTANESÝ,Özel Hastane,Aþýk Veysel Mah. Süleyman Demirel Cad. No:1 Esenyurt Ýstanbul,0212 979 40 00,http://www.isuhastanesi.com,,,,AÞIK VEYSEL,41.056233820000045,28.671907004000047
1421,KADIKÖY,Yeditepe Üniversitesi Ýhtisas Hastanesi,Üniversite Hastanesi,Koþuyolu Mah. Koþuyolu Cad. No: 168 34718 Kadýköy/Ýstanbul,0216 578 50 00,http://www.yeditepehastanesi.com.tr/sube/kosuyolu-ihtisas-hastanesi,,,,KOÞUYOLU,41.004058575000045,29.031553362000068
1449,KARTAL,Radixdent Aðýz ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,Kordonboyu Mah. Hürriyet Cad. No:60 Radix Plaza Kartal / Ýstanbul,444 6 841,http://www.radixdent.com.tr/,,,,KORDONBOYU,40.88904659100007,29.189220775000024
1823,KÜÇÜKÇEKMECE,Guditem Gursan Agiz ve Dis Sagligi Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,,(0212) 424 43 43,,,,,CENNET,40.98606850900006,28.781493596000075
1823,KÜÇÜKÇEKMECE,Ý.A.Ü. VMI MEDÝCAL PARK HASTANESÝ FLORYA,Üniversite Hastanesi," Beþyol Mahallesi, Akasya Sk., 34295 Küçükçekmece/Ýstanbul",444 2 873,,,,,BEÞYOL,40.990209922000076,28.79742924100003
2053,ESENYURT,Özel Esendent Aðýz ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi," Talatpaþa Mahallesi, Pazaryolu Sokak, No:2E, Sedai Ýþ Merkezi Esenyurt - Ýstanbul ",0212 596 10 56,http://esendent.com.tr/,,,,TALATPAÞA,41.02821276900005,28.66744515000005
2053,ESENYURT,REYAP Hastanesi,Özel Hastane,,,,,,,YEÞÝLKENT,41.025810275000026,28.65988835400003
2053,ESENYURT,ESLIFE Hospital ESENYURT,Özel Hastane,"Battal Gazi Mah. Esen Cad. No:127 Kýraç, Esenyurt - ÝSTANBUL",+90 212 437 54 33,http://eslifehospital.com,,,,BATTALGAZÝ,41.03989531500008,28.652132830000028
1327,FATÝH,Medipol Üniversitesi Diþ Hastanesi,Özel Aðýz Diþ Saðlýðý Merkezleri,"Cibali Mahallesi, Atatürk Blv., 34083 Fatih/Ýstanbul",,,,,,CÝBALÝ,41.02163515600006,28.959655678000047
1336,GAZÝOSMANPAÞA,Özel Avrasya Hastanesi Gaziosmanpaþa,Özel Hastane,"Fevzi Çakmak Mahallesi Hekimsuyu Cad. No:26/34, 34255 Küçükköy, Gaziosmanpaþa/Ýstanbul",0212 612 00 00,http://www.avrasyahospital.com.tr/,,,,FEVZÝ ÇAKMAK,41.076806100000056,28.906350959000065
1449,KARTAL,Kartal Cocuk Aðýz Ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,"Esentepe Mahallesi, Yaþar Doðu Caddesi, No: 13 Kartal / Ýstanbul",(0216) 517 00 15,https://www.kartal.bel.tr/tr/hizmetler/HizmetBinalari.aspx,,,,KARLIKTEPE,40.90121699000008,29.189133221000077
1823,KÜÇÜKÇEKMECE,Ýstanbul Küçükçekmece Aðýz ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,Söðütlüçeþme mah. Halkalý cad.  1.Kazýmkarabekir sk. No:22 Küçükçekmece/ÝSTANBUL,90 212 471 06 49,http://kucukcekmece.adsm.saglik.gov.tr/,,,,SÖÐÜTLÜ ÇEÞME,41.02206800500005,28.79038233400007
1823,KÜÇÜKÇEKMECE,Sefaköy Medipol Üniversitesi Hastanesi,Üniversite Hastanesi,"Tevfik Bey Mahallesi, Maslak Çeþme Cd. No:30, 34295 Küçükçekmece/Ýstanbul",(0212) 912 25 25,,,,,TEVFÝKBEY,41.01490293200004,28.79794316500005
2012,MALTEPE,Fýndýklý Aðýz Ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Fýndýklý Mah Atatürk Cad. No: 126 Maltepe / ÝSTANBUL,0 216 371 41 20,http://findiklidispoliklinigi.com/,,,,FINDIKLI,40.971232572000076,29.137652324000044
2012,MALTEPE,Özel Mehmet Toprak Hastanesi,Özel Hastane, Cevizli Mah. Baðdat Cad. No:547 Maltepe / ÝSTANBUL,0 (216) 225 49 49,http://www.mehmettoprakhospital.com.tr/,,,,CEVÝZLÝ,40.917043353000054,29.14551715700003
2012,MALTEPE,Özel Akdeniz Estetik Aðýz ve Diþ Saðlýðý Merkezi,Özel Aðýz Diþ Saðlýðý Merkezleri,Baðdat Cad. Altayçeþme Mah. NO:287/291 Maltepe/Ýstanbul,(0216) 370 42 20,www.akdenizestetikdentalgroup.com,,,,ALTAYÇEÞME,40.93558331700007,29.124008940000067
2014,SULTANBEYLÝ,DünyaGöz Hospital Sultanbeyli,Göz Merkezi Özel,"Hasanpaþa Mahallesi, Fatih Blv. No:41, 34920 Sultanbeyli/Ýstanbul",444 4 469,http://www.dunyagoz.com/tr,,,,HASANPAÞA,40.96858300100007,29.252908138000066
2014,SULTANBEYLÝ,Sultanbeyli Devlet Hastanesi,Devlet Hastanesi,Paþaköy caddesi Battalgazi Mah. No:60 Sultanbeyli/ÝSTANBUL,,,,,,BATTALGAZÝ,40.98584560200004,29.28382437500005
1663,ÞÝÞLÝ,Mecidiyeköy Aðýz ve Diþ Saðlýðý Merkezi,Özel Aðýz Diþ Saðlýðý Merkezleri, Mecidiyeköy Mh. Lati Lokum Sk.34387 ÞÝÞLÝ/ÝSTANBUL,(0212) 211 39 37,,,,,MECÝDÝYEKÖY,41.06729530200005,28.99465439200003
1663,ÞÝÞLÝ,Avrupa Florence Nýghtýngale Hatanesi Araþtýrma Ve Uygulama Merkezi,Üniversite Hastanesi,Mehmetçik Cad. Cahit Yalçýn Sok. No:1 Mecidiyeköy / Ýstanbul,(0212) 212 88 11,http://www.istanbulbilim.edu.tr/,,,,FULYA,41.06239136600004,28.996200010000052
1663,ÞÝÞLÝ,Confident Aðýz ve Diþ Saðlýðý Merkezi,Özel Aðýz Diþ Saðlýðý Merkezleri,Büyükdere cad. Akýncý Bayýrý Sokak No:12 Mecidiyeköy / Ýstanbul,0 212 288 33 66,https://www.confident.net,,,,FULYA,41.06574140500004,28.997115503000032
1663,ÞÝÞLÝ,Dent Nis Ýmplantoloji ve Estetik Kliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Vali Konaðý Caddesi Narin Ap. No:167/4 Niþantaþý/ÞÝÞLÝ,(0212) 246 09 03,http://dentnis.com/,,,,MEÞRUTÝYET,41.05553430600003,28.995613314000025
2015,TUZLA,Okan Üniversitesi Hastanesi Tuzla,Üniversite Hastanesi,"Ýçmeler Mahallesi, Aydýnlý Yolu Cad. Aydemir Sokak No:2, 34947 Tuzla/Ýstanbul",0216 494 65 26,http://www.okanhastanesi.com.tr/,,,,ÝÇMELER,40.849383395000075,29.301956020000034
1708,ÜSKÜDAR,Acýbadem Altunizade Hastanesi,Özel Hastane,Altunizade Mah. Yurtcan Sok. No: 1 Üsküdar / Ýstanbul 34662,0216 649 44 44,http://www.acibademaltunizade.com/,,,,ALTUNÝZADE,41.01896965700007,29.04625354600006
1852,ÜMRANÝYE,His Dental,Özel Aðýz Diþ Saðlýðý Merkezleri,Necip Fazil Mh. Alemdað Cd. No:583 Ümraniye/ÝSTANBUL,+90 (216) 508 18 43,http://www.hisdental.com.tr/,,,,NECÝP FAZIL,41.01763818400008,29.17567348400007
1708,ÜSKÜDAR,MOODÝST Psikiyatri ve Nöroloji Hastanesi,Özel Hastane,"Acýbadem Mahallesi, Çeçen Sokak No: 52 (Akasya AVM Yaný) Üsküdar / Ýstanbul",0 216 912 17 00,http://mood.ist/,,,,ACIBADEM,41.00217475000005,29.053512986000044
1739,ZEYTÝNBURNU,Esnan Aðýz Ve Diþ Saðlýðý Merkezi,Özel Aðýz Diþ Saðlýðý Merkezleri,"Merkezefendi Mahallesi, Mevlana Caddesi, No:94, Kiptaþ Merkezevler Sitesi, Çarþý Dükkanlarý No:65, 34015 Zeytinburnu/Ýstanbul",0 ( 212 ) 558 32 32,http://esnan.com.tr/,,,,MERKEZEFENDÝ,41.010271758000044,28.90889408000004
2004,BAÐCILAR,Dünyagöz Baðcýlar,Göz Merkezi Özel,Ýnönü Mahallesi Hoca Ahmed Yesevi Caddesi No:13 Baðcýlar Ýstanbul,444 44 69,http://www.dunyagoz.com/tr/merkezlerimiz/yurt-ici/istanbul-bagcilar/genel-tanitim,,,,ÝNÖNÜ,41.03354730800004,28.853448117000028
2053,ESENYURT,Hürriyet Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hürriyet Mahallesi Leylek Sokak N0:20 Esenyurt/Ýstanbul,,,,,,HÜRRÝYET,41.03431383800006,28.64548093600007
1708,ÜSKÜDAR,Memduh Cumhur Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Bulgurlu Mah. Özilhan Sk. No:4 BULGURLU/ÜSKÜDAR,,,,,,BULGURLU,41.01626622600003,29.079344786000036
1835,PENDÝK,Göçbeyli Saðlýk Evi,Aile Saðlýðý Merkezi,Göçbeyli Mah.Zübeyde Haným Cad. No:160A PENDÝK,,,,,,GÖÇBEYLÝ,40.98050043100005,29.458766187000037
1327,FATÝH,Fatih 6 Nolu Acil Yardým Ýstasyonu,Acil Yardým Ýstasyonu,ÝÜ Cerrahpaþa Týp Fakültesi Yolu No: CERRAHPAÞA/FATÝH,02125863378,www.istanbulsaglik.gov.tr,Bilinmeyen,,,CERRAHPAÞA,41.00359800000007,28.937137000000064
1327,FATÝH,9 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Acil Yardým Ýstasyonu,Sirkeci Ýstasyon Caddesi Sirkeci Kýsým Hekimliði Binasý HOCAPAÞA/FATÝH,0212 523 00 51,www.istanbulhalksagligi.gov.tr,,,,HOCAPAÞA,41.01555300000007,28.978514000000075
1327,FATÝH,7 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Acil Yardým Ýstasyonu,Sirkeci Ýstasyon Caddesi Sirkeci Kýsým Hekimliði Binasý HOCAPAÞA/FATÝH,0212 523 00 51,www.istanbulhalksagligi.gov.tr,,,,HOCAPAÞA,41.01555300000007,28.978514000000075
2048,ARNAVUTKÖY,Arnavutköy Ana Çocuk Saðlýðý ve Aile Planlamasý Merkezi,Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Arnavutköy Merkez Mah. Eski Edirne Asfaltý Cad. No:3 ARNAVUTKÖY MERKEZ,,,,,,ARNAVUTKÖY MERKEZ,41.177104703000055,28.74701920700005
2048,ARNAVUTKÖY,Arnavutköy 4 Nolu (Anadolu) Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hoca Ahmet Yesevi Cad. No:2/A  ANADOLU,,,,,,ANADOLU,41.18668091100005,28.74432513000005
2048,ARNAVUTKÖY,Arnavutköy Cavit Beþkardeþ Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Egemen Cad. No:112 MEHMET AKÝF ERSOY,,,,,,MEHMET AKÝF ERSOY,41.207795013000066,28.70528615300003
2048,ARNAVUTKÖY,Arnavutköy Merkez Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýnce Sk. No:14 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,,,,,,ARNAVUTKÖY MERKEZ,41.18533827600004,28.737428451000028
2048,ARNAVUTKÖY,Arnavutköy Tayakadýn Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Tayakadýn-Yassýören Cad. No:83 TAYAKADIN/ARNAVUTKÖY,,,,,,TAYAKADIN,41.26564145900005,28.688101725000024
2048,ARNAVUTKÖY,Arnavutköy Vefa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Müþerref Sk. No:18,,,,,,HADIMKÖY,41.18477361200007,28.61299226600005
1183,BEÞÝKTAÞ,Beþiktaþ 1 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Acil Yardým Ýstasyonu,ÝETT Bloklarý Yolu No:21 Kültür/Beþiktaþ,(0212) 287 43 63,,Yok,,,KÜLTÜR,41.07381346400007,29.03385737600007
1183,BEÞÝKTAÞ,Beþiktaþ 2 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Acil Yardým Ýstasyonu,Fatih Sultan Mehmet Köprüsü Üzeri Karayollarý Binasý Ýçi Etiler/Beþiktaþ,(0212) 287 74 89,,,,,ETÝLER,41.08995270100007,29.039359223000076
1663,ÞÝÞLÝ,Þiþli 4 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Acil Yardým Ýstasyonu,Bahçelievler Sk. No:2 GÜLBAHAR/ÞÝÞLÝ,,,,,,GÜLBAHAR,41.07100447300007,29.00338120500004
1663,ÞÝÞLÝ,Þiþli 8 Nolu Acil Yardým Ýstasyonu,Acil Yardým Ýstasyonu,Halaskargazi Cad Etfal Sk. No: 19 MAYIS/ÞÝÞLÝ,,www.istanbulsaglik.gov.tr,,,,19 MAYIS,41.058329839000066,28.99051660300006
2015,TUZLA,Cemile Þevket Belgen Semt Polikliniði,Poliklinik,Ýstasyon Cad. No:71 POSTANE/TUZLA,,,,,,POSTANE,40.82111701700006,29.30819856100004
2015,TUZLA,Tuzla 2 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Acil Yardým Ýstasyonu,Gülüm Sk. No:7 MÝMAR SÝNAN/TUZLA,,,,,,MÝMAR SÝNAN,40.83409514500005,29.362284078000073
